loan_id,applicant,gender,married,dependents,self_employed,experience,income,loan_amount,term,credit_history,property_area,status
ID1565,Emma Sanchez,female,yes,2,no,6,"$4,986.88","$15,763.49",60,1,urban,Y
ID1566,Liam Garcia,male,yes,0,no,22,"$4,436.37","$9,861.88",36,1,urban,Y
ID1567,James E. Lewis,male,yes,2,no,17,"$6,255.28","$30,893.62",24,0,urban,N
ID1568,Luna Lewis,female,yes,0,no,34,"$21,409.35","$114,798.94",180,1,rural,Y
ID1569,Abigail U. Lee,female,no,1,no,18,"$14,384.56","$32,608.63",36,1,urban,Y
ID1570,Jackson Williams,male,yes,2,no,9,"$4,309.57","$24,007.29",240,0,urban,N
ID1571,James Williams,male,yes,2,no,23,"$4,973.47","$28,070.83",12,1,rural,Y
ID1572,Oliver U. Rodriguez,male,yes,2,yes,29,"$7,817.50","$18,254.50",60,1,rural,Y
ID1573,Sebastian B. Brown,male,yes,0,no,30,"$2,895.90","$13,484.05",36,1,rural,Y
ID1574,Abigail Perez,female,no,0,no,33,"$4,129.30","$25,467.57",36,1,urban,Y
ID1575,Mila Q. Jones,female,yes,0,no,19,"$3,864.57","$9,494.72",60,1,rural,Y
ID1576,Olivia Ramirez,female,yes,2,no,25,"$5,402.69","$34,426.24",60,1,urban,Y
ID1577,James Garcia,male,yes,1,no,20,"$9,322.37","$37,275.81",60,1,rural,Y
ID1578,Mia W. Gonzalez,female,yes,1,no,11,"$3,261.52","$19,075.34",240,1,rural,Y
ID1579,James Clark,male,no,3,no,8,"$4,990.77","$15,253.28",360,1,rural,Y
ID1580,Charlotte Thomas,female,no,0,no,18,"$7,312.41","$37,685.70",36,1,urban,Y
ID1581,Harper Thomas,female,yes,2,no,28,"$5,514.16","$26,438.52",180,1,urban,Y
ID1582,Evelyn Robinson,female,yes,0,no,14,"$5,069.79","$28,385.38",60,1,urban,Y
ID1583,Charlotte Clark,female,yes,2,no,13,"$5,076.49","$15,258.09",36,1,urban,Y
ID1584,Lucas D. Martinez,male,yes,1,no,20,"$3,356.10","$13,912.58",360,1,urban,Y
ID1585,Emma Johnson,female,no,0,no,10,"$11,173.00","$55,004.50",360,1,urban,Y
ID1586,Levi Brown,male,no,0,no,4,"$2,414.16","$10,840.50",24,0,urban,N
ID1587,Benjamin Sanchez,male,yes,2,no,19,"$5,944.40","$10,105.21",60,0,urban,N
ID1588,Luna Johnson,female,no,1,no,9,"$6,693.12","$11,809.27",180,1,urban,Y
ID1589,Charlotte K. Thomas,female,yes,0,yes,9,"$3,049.00","$19,636.39",360,1,urban,Y
ID1590,Alexander Gonzalez,male,yes,2,no,12,"$3,179.74","$18,787.74",60,1,urban,Y
ID1591,Noah White,male,no,1,no,18,"$7,817.13","$37,006.38",240,1,urban,Y
ID1592,Sebastian Lewis,male,yes,0,yes,17,"$3,298.42","$7,122.15",120,1,rural,Y
ID1593,Logan Johnson,male,no,0,no,24,"$4,154.42","$21,763.33",12,0,urban,N
ID1594,William I. Williams,male,yes,0,no,21,"$1,838.29","$11,112.91",36,1,rural,Y
ID1595,Sophia Miller,female,yes,1,no,13,"$7,018.37","$37,734.45",12,1,urban,Y
ID1596,Mateo V. Martin,male,no,3,no,8,"$5,297.91","$8,480.59",240,1,rural,Y
ID1597,Levi O. White,male,no,3,no,4,"$6,946.58","$37,008.10",120,1,urban,Y
ID1598,Benjamin Miller,male,yes,0,no,16,"$14,139.15","$49,937.03",120,0,urban,N
ID1599,Sebastian Wilson,male,no,0,no,19,"$5,801.57","$28,099.47",240,1,urban,Y
ID1600,Jack Robinson,male,yes,0,no,31,"$6,785.02","$25,776.01",120,1,urban,Y
ID1601,Luna O. Miller,female,yes,0,no,25,"$4,064.31","$21,887.69",120,1,rural,Y
ID1602,Mia V. Taylor,female,yes,3,no,29,"$5,143.56","$15,799.22",36,1,urban,Y
ID1603,Mila Hernandez,female,no,4,no,20,"$5,892.86","$38,140.27",120,1,rural,Y
ID1604,Sofia Garcia,female,yes,2,no,27,"$6,281.52","$39,640.57",60,0,urban,N
ID1605,Daniel Smith,male,yes,0,no,14,"$6,820.42","$30,839.71",60,1,rural,Y
ID1606,Lucas H. Martinez,male,no,2,no,6,"$3,916.99","$7,750.70",48,1,urban,Y
ID1607,Isabella Z. Gonzalez,female,yes,0,no,14,"$7,353.40","$14,469.57",12,1,urban,Y
ID1608,Emma Brown,female,no,1,no,23,"$8,270.92","$9,014.76",12,1,urban,Y
ID1609,Jacob Brown,male,yes,0,yes,13,"$6,853.85","$23,435.99",180,1,urban,Y
ID1610,Evelyn W. Garcia,female,yes,1,no,25,"$10,899.32","$36,511.40",240,1,rural,Y
ID1611,Mila Brown,female,yes,1,no,9,"$2,633.08","$6,886.01",120,1,urban,Y
ID1612,Sofia Lopez,female,yes,2,no,10,"$4,898.18","$4,968.37",48,1,urban,Y
ID1613,Isabella Anderson,female,yes,0,yes,13,"$11,323.40","$52,143.84",60,1,urban,Y
ID1614,Ethan Z. Miller,male,yes,0,no,19,"$6,031.06","$6,396.53",12,1,urban,Y
ID1615,Olivia Robinson,female,yes,4,yes,13,"$4,797.77","$12,750.70",60,1,urban,Y
ID1616,Oliver Moore,male,yes,0,no,20,"$15,127.31","$22,031.63",48,1,rural,Y
ID1617,Emily Smith,female,no,0,no,6,"$3,913.82","$9,715.28",180,0,urban,N
ID1618,Logan E. Brown,male,no,3,no,8,"$5,784.63","$37,406.95",120,1,urban,Y
ID1619,Mia J. Williams,female,no,0,no,27,"$6,472.02","$13,968.95",60,1,urban,Y
ID1620,Michael Miller,male,yes,2,no,32,"$8,773.33","$13,650.64",240,1,urban,Y
ID1621,Abigail Anderson,female,yes,2,no,12,"$12,387.97","$73,110.66",36,1,urban,Y
ID1622,Logan P. Garcia,male,no,1,no,15,"$3,199.33","$4,030.53",60,1,rural,Y
ID1623,Michael White,male,yes,0,no,17,"$4,422.55","$26,571.26",36,1,urban,Y
ID1624,Sebastian T. Brown,male,no,1,no,21,"$5,475.33","$24,924.29",36,0,urban,N
ID1625,Liam W. Brown,male,no,2,no,21,"$3,741.22","$23,895.34",60,1,urban,Y
ID1626,Liam Garcia,male,no,0,no,16,"$5,379.36","$25,796.50",12,1,urban,Y
ID1627,Levi Garcia,male,no,0,no,13,"$6,107.99","$21,667.20",48,1,urban,Y
ID1628,Ethan Lewis,male,no,3,no,17,"$6,242.65","$13,747.82",60,1,urban,Y
ID1629,Liam Davis,male,no,1,no,14,"$3,625.12","$14,621.32",120,0,urban,N
ID1630,Sofia V. Garcia,female,yes,0,no,10,"$6,757.33","$11,173.26",180,1,rural,Y
ID1631,Gianna A. Martinez,female,yes,2,no,19,"$6,598.98","$36,101.64",48,0,urban,N
ID1632,Alexander Clark,male,yes,0,no,11,"$4,680.57","$22,056.89",240,1,urban,Y
ID1633,Oliver X. Thompson,male,yes,1,yes,16,"$6,605.92","$9,998.07",360,1,urban,Y
ID1634,Alexander Garcia,male,no,0,no,8,"$5,839.85","$24,270.37",36,1,urban,Y
ID1635,Abigail Sanchez,female,yes,0,no,22,"$5,270.35","$17,254.37",60,0,urban,N
ID1636,Luna Williams,female,yes,0,no,17,"$5,908.46","$18,756.99",180,1,urban,Y
ID1637,Levi Anderson,male,yes,0,no,26,"$6,475.55","$10,651.86",240,1,urban,Y
ID1638,Noah E. Thompson,male,yes,4,yes,11,"$10,295.09","$13,781.85",36,1,rural,Y
ID1639,Sofia D. Brown,female,yes,3,no,14,"$9,842.76","$47,271.33",180,1,urban,Y
ID1640,Luna Jones,female,yes,2,no,17,"$5,359.25","$34,134.53",120,1,urban,Y
ID1641,Abigail Gonzalez,female,yes,1,no,18,"$15,703.01","$18,850.57",120,1,urban,Y
ID1642,Ella Lewis,female,yes,4,no,13,"$7,142.08","$33,277.69",24,1,rural,Y
ID1643,Camila Anderson,female,no,0,no,30,"$6,582.75","$30,784.89",60,1,urban,Y
ID1644,Sofia K. Rodriguez,female,yes,1,no,4,"$6,950.02","$26,248.89",120,1,rural,Y
ID1645,Lucas Harris,male,no,0,no,23,"$5,148.92","$8,267.27",120,0,urban,N
ID1646,Jacob Martin,male,yes,0,yes,22,"$3,466.54","$7,736.63",120,1,urban,Y
ID1647,Levi Sanchez,male,yes,0,no,8,"$8,115.87","$39,025.31",48,1,urban,Y
ID1648,Sofia G. Thomas,female,yes,1,no,8,"$3,068.12","$4,171.71",60,1,urban,Y
ID1649,Harper H. Brown,female,yes,1,yes,28,"$2,327.46","$6,015.82",36,1,rural,Y
ID1650,Levi Robinson,male,yes,1,no,32,"$2,946.70","$17,587.34",36,1,rural,Y
ID1651,Ethan Robinson,male,no,0,no,19,"$4,838.87","$24,821.41",60,1,rural,Y
ID1652,Elizabeth B. Jones,female,yes,1,no,24,"$8,013.06","$8,883.56",360,1,urban,Y
ID1653,Jack Ramirez,male,no,0,no,8,"$7,766.35","$12,624.02",36,1,urban,Y
ID1654,Gianna Miller,female,no,0,yes,27,"$5,663.54","$33,330.85",180,1,urban,Y
ID1655,Noah Jones,male,yes,0,no,8,"$4,368.32","$6,075.33",120,0,rural,N
ID1656,Jacob Lewis,male,yes,2,no,20,"$5,657.83","$21,496.55",120,1,rural,Y
ID1657,Mila G. Thomas,female,no,3,no,8,"$12,472.40","$28,511.82",24,1,urban,Y
ID1658,Amelia Smith,female,yes,0,no,12,"$6,505.43","$20,358.74",240,1,rural,Y
ID1659,William Perez,male,yes,0,no,19,"$7,344.97","$41,402.91",48,1,urban,Y
ID1660,Noah M. Sanchez,male,no,3,no,15,"$11,443.33","$72,964.07",48,1,rural,Y
ID1661,Mia Jones,female,yes,2,no,12,"$5,823.06","$14,416.36",48,0,rural,N
ID1662,Mila S. Smith,female,no,3,no,2,"$3,149.93","$12,912.41",120,1,urban,Y
ID1663,Charlotte Rodriguez,female,yes,4,no,11,"$5,472.20","$32,142.55",36,0,urban,N
ID1664,Noah Garcia,male,no,1,yes,24,"$3,072.61","$9,072.83",240,1,rural,Y
ID1665,Gianna O. Brown,female,yes,0,no,21,"$3,088.93","$3,395.60",48,0,urban,N
ID1666,Daniel Lewis,male,yes,4,no,31,"$8,527.05","$45,740.18",60,1,urban,Y
ID1667,Gianna Miller,female,yes,2,no,33,"$8,027.77","$13,196.11",60,1,rural,Y
ID1668,Mila Thomas,female,yes,0,no,13,"$4,061.47","$19,775.05",360,0,urban,N
ID1669,Luna R. Lopez,female,yes,3,no,14,"$7,491.67","$29,907.90",36,1,urban,Y
ID1670,Mateo I. Perez,male,no,0,yes,11,"$7,940.39","$27,957.73",36,1,urban,Y
ID1671,Sebastian Thompson,male,no,0,yes,38,"$8,918.48","$36,575.98",60,1,urban,Y
ID1672,Ethan Jackson,male,yes,2,yes,33,"$7,644.81","$37,525.64",180,0,rural,N
ID1673,Avery Robinson,female,yes,0,yes,17,"$2,237.37","$11,902.28",48,1,urban,Y
ID1674,Noah Jackson,male,yes,1,no,24,"$7,522.37","$44,538.83",48,1,urban,Y
ID1675,William P. Brown,male,yes,3,no,23,"$3,878.05","$20,233.49",180,0,rural,N
ID1676,Emily Moore,female,yes,3,yes,21,"$6,050.93","$9,549.75",48,0,urban,N
ID1677,Ella Lewis,female,yes,3,no,13,"$7,139.16","$17,971.06",60,1,rural,Y
ID1678,Oliver Thompson,male,no,0,yes,12,"$11,043.30","$49,671.52",360,1,rural,Y
ID1679,Mia P. Perez,female,yes,2,no,28,"$2,584.12","$5,076.68",36,1,urban,Y
ID1680,Michael Lee,male,no,1,no,11,"$4,027.29","$12,774.81",180,1,urban,Y
ID1681,Elijah Y. Davis,male,no,1,no,9,"$4,523.37","$26,848.25",36,1,urban,Y
ID1682,Mila Wilson,female,yes,0,no,18,"$3,613.88","$19,959.22",60,1,rural,Y
ID1683,Noah Rodriguez,male,yes,1,yes,31,"$7,009.86","$30,875.90",360,1,urban,Y
ID1684,Olivia Sanchez,female,no,0,no,5,"$3,399.31","$19,332.45",360,1,rural,Y
ID1685,Harper L. Sanchez,female,yes,0,no,3,"$4,719.89","$12,556.18",36,1,rural,Y
ID1686,Mia D. Johnson,female,no,1,no,28,"$2,843.30","$14,478.32",120,0,rural,N
ID1687,Emily Martin,female,yes,1,no,24,"$4,390.73","$15,579.30",48,0,rural,N
ID1688,Avery Thomas,female,yes,0,no,22,"$5,545.52","$28,079.31",360,1,urban,Y
ID1689,Amelia A. Anderson,female,yes,0,no,13,"$3,776.34","$14,057.55",240,1,urban,Y
ID1690,Jack Clark,male,no,1,no,12,"$4,746.42","$19,689.87",48,1,rural,Y
ID1691,Benjamin Harris,male,yes,1,no,16,"$6,470.70","$39,831.93",120,1,urban,Y
ID1692,James Q. Harris,male,no,0,no,15,"$5,287.58","$16,987.13",60,1,rural,Y
ID1693,Alexander White,male,no,1,no,8,"$5,625.51","$28,069.24",120,1,urban,Y
ID1694,Logan Miller,male,no,2,no,26,"$2,876.13","$3,848.70",36,1,urban,Y
ID1695,Benjamin Miller,male,yes,0,yes,15,"$3,110.97","$7,804.30",360,1,urban,Y
ID1696,Avery White,female,no,1,no,6,"$2,030.98","$4,961.63",48,1,urban,Y
ID1697,Avery Lee,female,yes,2,no,28,"$7,041.11","$37,868.32",36,0,urban,N
ID1698,Jack P. Jones,male,no,0,no,15,"$6,644.98","$10,775.18",60,1,urban,Y
ID1699,Michael Thompson,male,yes,1,no,33,"$15,236.52","$56,742.74",60,0,rural,N
ID1700,Emily Lewis,female,yes,0,no,23,"$3,329.44","$20,836.51",360,1,urban,Y
ID1701,Liam Miller,male,yes,0,no,11,"$12,583.29","$31,593.20",24,1,urban,Y
ID1702,Henry Rodriguez,male,no,3,no,20,"$5,422.34","$28,159.88",240,0,rural,N
ID1703,Liam Martin,male,yes,2,no,27,"$2,983.56","$16,953.24",12,1,urban,Y
ID1704,William Lewis,male,no,1,yes,21,"$2,037.46","$5,019.95",36,1,urban,Y
ID1705,Jack Miller,male,yes,1,no,18,"$3,163.97","$4,573.77",180,1,rural,Y
ID1706,Oliver Garcia,male,yes,1,no,10,"$4,949.65","$11,639.45",120,0,rural,N
ID1707,Isabella White,female,yes,0,no,12,"$4,238.18","$8,302.22",240,1,urban,Y
ID1708,Evelyn Williams,female,yes,0,no,26,"$4,543.72","$22,356.62",48,1,urban,Y
ID1709,Harper Miller,female,no,1,no,10,"$4,097.95","$15,883.87",240,1,urban,Y
ID1710,Logan Jackson,male,yes,2,no,13,"$7,946.69","$22,718.22",60,1,urban,Y
ID1711,Jacob R. Martinez,male,yes,0,no,15,"$3,442.93","$10,552.35",48,1,urban,Y
ID1712,Harper Johnson,female,no,2,no,24,"$9,870.92","$37,991.52",12,1,urban,Y
ID1713,Sofia Miller,female,yes,0,no,7,"$7,156.97","$22,855.12",48,1,rural,Y
ID1714,Isabella J. Lewis,female,yes,0,no,21,"$8,425.01","$24,467.70",60,1,urban,Y
ID1715,Isabella Robinson,female,yes,1,no,12,"$9,627.93","$24,620.70",48,1,rural,Y
ID1716,Mila Gonzalez,female,yes,2,no,9,"$3,991.41","$3,867.58",60,0,urban,N
ID1717,Oliver P. Lee,male,yes,0,no,15,"$4,195.54","$4,851.82",180,1,urban,Y
ID1718,William Gonzalez,male,no,1,yes,31,"$3,163.82","$9,889.17",60,1,urban,Y
ID1719,Michael Wilson,male,yes,0,no,15,"$4,564.28","$18,154.57",48,0,urban,N
ID1720,Luna Moore,female,no,0,yes,13,"$10,985.16","$39,340.76",60,1,rural,Y
ID1721,Ella T. Lopez,female,no,0,no,17,"$3,740.04","$10,438.19",12,0,urban,N
ID1722,Gianna X. White,female,yes,0,no,16,"$8,739.73","$38,815.26",60,1,urban,Y
ID1723,Sofia Jackson,female,yes,1,yes,30,"$5,173.62","$12,461.59",360,1,rural,Y
ID1724,Luna Brown,female,yes,4,no,21,"$2,431.29","$15,161.77",48,0,urban,N
ID1725,Sophia Rodriguez,female,yes,1,no,10,"$10,380.73","$37,040.20",48,1,urban,Y
ID1726,Amelia W. Davis,female,yes,0,no,19,"$6,422.11","$39,845.88",60,0,rural,N
ID1727,Jacob Clark,male,yes,2,no,11,"$5,912.45","$38,517.59",36,1,urban,Y
ID1728,Ethan Anderson,male,yes,1,no,38,"$5,991.29","$36,879.02",48,1,urban,Y
ID1729,Amelia Brown,female,yes,0,no,36,"$4,752.70","$12,038.03",240,0,rural,N
ID1730,Camila Taylor,female,yes,3,no,15,"$8,188.13","$32,459.69",48,0,urban,N
ID1731,William Perez,male,yes,2,no,19,"$2,639.65","$11,460.19",360,1,urban,Y
ID1732,Camila S. Martin,female,no,2,no,25,"$4,617.84","$28,217.26",36,1,urban,Y
ID1733,Mia Garcia,female,no,0,yes,20,"$7,096.56","$13,892.17",48,1,urban,Y
ID1734,Mila Clark,female,no,0,no,4,"$15,361.64","$89,445.19",360,1,rural,Y
ID1735,Henry Lewis,male,yes,2,no,16,"$7,039.55","$39,406.40",60,1,urban,Y
ID1736,Levi Lee,male,yes,0,yes,24,"$3,558.91","$21,742.02",48,0,urban,N
ID1737,Elijah Hernandez,male,yes,3,no,12,"$4,499.06","$18,737.77",120,1,urban,Y
ID1738,Ava H. Taylor,female,no,1,no,18,"$3,252.38","$5,955.27",120,1,urban,Y
ID1739,Jack Martinez,male,yes,0,no,2,"$4,443.09","$17,216.33",240,1,urban,Y
ID1740,Gianna Q. Lee,female,yes,1,no,17,"$4,611.54","$11,665.81",48,1,urban,Y
ID1741,Isabella Lopez,female,yes,1,yes,28,"$7,370.86","$33,116.59",24,0,rural,N
ID1742,Henry Moore,male,no,1,yes,18,"$7,282.92","$42,214.90",360,1,rural,Y
ID1743,Sophia Johnson,female,yes,0,no,30,"$3,661.61","$8,552.89",36,0,rural,N
ID1744,Elijah Moore,male,yes,2,yes,17,"$6,530.66","$6,623.12",48,1,urban,Y
ID1745,Ella Harris,female,yes,1,no,14,"$3,404.00","$12,546.12",48,1,rural,Y
ID1746,Evelyn Ramirez,female,yes,2,no,23,"$10,215.65","$20,108.53",60,1,urban,Y
ID1747,Amelia Robinson,female,yes,2,no,11,"$4,439.19","$16,076.01",180,1,urban,Y
ID1748,Isabella Jackson,female,yes,0,no,21,"$4,163.84","$17,975.71",60,1,urban,Y
ID1749,Mia J. Robinson,female,yes,0,no,12,"$6,757.33","$42,311.23",12,1,rural,Y
ID1750,James Anderson,male,yes,2,no,14,"$2,848.94","$11,732.64",48,1,rural,Y
ID1751,Levi Anderson,male,yes,0,no,16,"$8,157.59","$30,239.46",240,1,urban,Y
ID1752,Abigail U. Johnson,female,yes,1,no,28,"$15,273.83","$65,471.54",240,1,urban,Y
ID1753,Ella Davis,female,yes,2,no,8,"$9,916.76","$29,723.86",360,1,rural,Y
ID1754,Isabella Garcia,female,yes,1,no,19,"$6,662.50","$36,385.71",180,1,rural,Y
ID1755,Levi N. Lopez,male,no,4,no,12,"$4,793.09","$7,092.28",24,1,urban,Y
ID1756,William Sanchez,male,no,1,no,6,"$11,988.82","$71,644.79",60,1,urban,Y
ID1757,Ethan S. Williams,male,yes,1,no,3,"$5,828.81","$6,216.06",180,1,rural,Y
ID1758,Henry V. Ramirez,male,no,1,no,31,"$5,917.38","$15,975.95",36,0,urban,N
ID1759,Emma L. Harris,female,no,0,no,12,"$5,076.18","$11,092.51",360,1,urban,Y
ID1760,Logan Brown,male,yes,1,no,15,"$4,986.66","$27,694.81",60,1,rural,Y
ID1761,Mateo White,male,yes,0,no,38,"$5,062.08","$19,331.93",36,1,rural,Y
ID1762,Logan Z. Smith,male,yes,4,yes,10,"$6,404.59","$29,643.28",120,1,urban,Y
ID1763,Olivia Rodriguez,female,no,0,no,17,"$3,257.26","$14,079.80",24,1,urban,Y
ID1764,Harper Lopez,female,no,1,no,25,"$6,751.90","$36,434.48",240,1,urban,Y
ID1765,Michael Lee,male,no,1,yes,19,"$3,459.86","$18,200.63",60,1,urban,Y
ID1766,Elijah Smith,male,yes,1,yes,18,"$3,987.93","$3,844.64",180,1,rural,Y
ID1767,Evelyn Jones,female,yes,4,no,26,"$5,857.14","$32,230.20",60,1,urban,Y
ID1768,Amelia Thompson,female,no,0,no,13,"$5,703.68","$29,920.36",240,1,urban,Y
ID1769,James Jackson,male,no,2,no,35,"$7,724.88","$7,926.18",60,0,urban,N
ID1770,Isabella Lee,female,no,1,no,15,"$9,522.10","$27,258.49",60,1,urban,Y
ID1771,Ethan Sanchez,male,no,1,yes,14,"$5,188.99","$7,749.50",60,0,rural,N
ID1772,Amelia Moore,female,yes,0,no,34,"$5,554.21","$29,638.04",120,0,urban,N
ID1773,Sofia Martin,female,yes,1,yes,26,"$4,050.90","$18,394.63",120,1,urban,Y
ID1774,James Moore,male,yes,3,no,12,"$9,738.79","$60,878.43",36,0,rural,N
ID1775,Sebastian Perez,male,no,1,no,8,"$15,833.90","$100,119.89",180,1,urban,Y
ID1776,Luna Gonzalez,female,yes,0,no,14,"$8,381.78","$17,776.81",120,1,rural,Y
ID1777,Ethan Smith,male,yes,1,no,15,"$9,459.58","$17,280.15",120,1,urban,Y
ID1778,Camila B. Lewis,female,yes,3,yes,31,"$14,095.53","$21,724.07",48,1,urban,Y
ID1779,Mila Ramirez,female,no,2,no,20,"$8,136.77","$20,471.15",120,1,rural,Y
ID1780,Daniel Perez,male,no,0,yes,19,"$6,343.60","$31,439.56",180,1,rural,Y
ID1781,Abigail Martin,female,no,1,no,33,"$5,876.15","$17,595.26",180,0,urban,N
ID1782,Luna Clark,female,no,0,no,17,"$8,580.82","$9,478.49",120,1,rural,Y
ID1783,Ethan N. Brown,male,no,2,no,13,"$5,264.43","$34,477.33",60,0,urban,N
ID1784,Isabella Moore,female,yes,0,no,27,"$8,314.53","$42,676.87",120,0,urban,N
ID1785,Alexander Brown,male,yes,1,no,10,"$9,382.20","$32,171.75",48,0,urban,N
ID1786,William G. Hernandez,male,yes,3,no,17,"$4,245.94","$6,244.32",36,0,urban,N
ID1787,Abigail W. Ramirez,female,yes,0,yes,26,"$9,982.34","$27,815.15",360,0,urban,N
ID1788,Mia I. Moore,female,yes,0,no,15,"$7,287.43","$46,641.68",48,0,urban,N
ID1789,Logan Wilson,male,no,0,no,18,"$9,129.66","$49,792.57",48,1,urban,Y
ID1790,Luna Lopez,female,no,0,no,12,"$12,861.80","$54,345.30",180,1,urban,Y
ID1791,Sofia Thompson,female,yes,2,no,20,"$5,164.47","$22,982.23",24,1,rural,Y
ID1792,William Smith,male,yes,0,no,21,"$15,295.24","$76,243.29",120,1,rural,Y
ID1793,Ava O. Gonzalez,female,yes,2,no,17,"$4,047.13","$17,281.08",360,0,urban,N
ID1794,Emma Thompson,female,yes,2,yes,10,"$7,163.00","$23,179.84",36,1,urban,Y
ID1795,Luna Gonzalez,female,yes,0,yes,31,"$3,661.70","$23,870.60",48,1,urban,Y
ID1796,Elijah T. Taylor,male,yes,1,no,36,"$3,144.80","$17,209.04",48,1,urban,Y
ID1797,Oliver T. Garcia,male,yes,1,no,9,"$4,887.72","$28,012.94",60,1,urban,Y
ID1798,Logan Smith,male,no,3,no,31,"$2,115.88","$4,028.74",120,0,urban,N
ID1799,James Martin,male,no,3,no,7,"$5,860.83","$13,541.48",48,1,urban,Y
ID1800,Michael Johnson,male,no,3,no,27,"$2,885.43","$7,986.63",120,1,rural,Y
ID1801,Emily Taylor,female,yes,0,no,32,"$4,973.13","$5,442.72",24,1,urban,Y
ID1802,Mila Gonzalez,female,no,2,no,4,"$9,047.94","$54,627.49",120,1,urban,Y
ID1803,Emma J. Moore,female,yes,0,no,15,"$5,740.96","$27,565.77",60,1,rural,Y
ID1804,Logan Garcia,male,no,0,no,3,"$8,290.81","$51,180.20",120,1,urban,Y
ID1805,Ethan Garcia,male,no,1,no,11,"$16,557.17","$69,173.26",60,1,urban,Y
ID1806,Isabella Lewis,female,no,1,yes,28,"$7,341.02","$35,720.17",12,1,rural,Y
ID1807,Ava Perez,female,yes,0,no,17,"$2,047.76","$10,223.91",360,1,rural,Y
ID1808,Alexander Martinez,male,yes,2,no,6,"$7,686.00","$8,925.91",60,1,rural,Y
ID1809,Noah Clark,male,yes,2,yes,25,"$10,186.14","$65,764.00",60,1,urban,Y
ID1810,Emma E. Jackson,female,yes,4,no,20,"$4,981.22","$6,570.14",48,1,urban,Y
ID1811,Logan Smith,male,yes,0,no,34,"$4,737.16","$9,087.40",120,1,urban,Y
ID1812,James H. Lewis,male,yes,0,yes,30,"$2,497.06","$14,001.89",12,1,urban,Y
ID1813,Abigail Martinez,female,yes,3,no,35,"$6,735.21","$23,720.18",240,1,urban,Y
ID1814,Alexander Lee,male,no,1,no,15,"$4,680.35","$27,717.52",60,1,urban,Y
ID1815,Ava Clark,female,yes,1,no,33,"$5,270.98","$9,017.42",120,1,urban,Y
ID1816,Benjamin X. Jackson,male,no,1,no,14,"$6,335.02","$9,963.64",36,0,urban,N
ID1817,Jack G. Wilson,male,yes,3,no,32,"$5,856.83","$28,105.47",360,1,rural,Y
ID1818,Avery Sanchez,female,yes,0,no,16,"$7,883.86","$35,496.30",60,0,rural,N
ID1819,Oliver B. Williams,male,yes,0,no,33,"$4,691.19","$12,851.14",120,1,urban,Y
ID1820,Ethan J. Thompson,male,yes,1,no,17,"$6,130.26","$22,120.20",60,1,urban,Y
ID1821,Mia Brown,female,yes,1,no,14,"$12,212.86","$52,011.96",360,1,urban,Y
ID1822,Elizabeth Perez,female,no,4,no,12,"$4,993.74","$27,071.38",360,1,urban,Y
ID1823,Camila Martinez,female,no,0,no,29,"$5,095.32","$10,409.80",240,1,rural,Y
ID1824,Olivia Thomas,female,yes,2,no,13,"$7,845.29","$8,919.68",48,0,urban,N
ID1825,Olivia White,female,yes,0,no,11,"$4,723.38","$31,005.22",60,1,urban,Y
ID1826,Ava Lopez,female,yes,1,no,6,"$6,639.74","$10,625.46",60,0,rural,N
ID1827,Amelia L. Davis,female,yes,1,no,22,"$7,256.21","$9,846.38",240,1,urban,Y
ID1828,Ella Lee,female,no,0,yes,24,"$3,410.91","$12,432.40",60,1,rural,Y
ID1829,Mila J. Thompson,female,no,1,no,6,"$9,039.70","$38,015.99",240,1,urban,Y
ID1830,Oliver K. Miller,male,no,0,no,14,"$6,319.18","$18,353.67",48,1,rural,Y
ID1831,Henry Martinez,male,yes,0,no,26,"$6,763.69","$41,448.71",120,1,rural,Y
ID1832,Charlotte K. Jackson,female,yes,2,no,12,"$5,900.82","$21,138.45",48,0,urban,N
ID1833,Abigail Anderson,female,yes,0,no,28,"$7,881.55","$14,206.70",240,0,urban,N
ID1834,William Jones,male,yes,0,no,3,"$4,880.74","$19,807.07",360,1,urban,Y
ID1835,Jackson Wilson,male,no,1,no,33,"$8,250.67","$32,060.63",36,1,urban,Y
ID1836,Jackson Smith,male,no,0,no,19,"$5,694.33","$27,578.91",60,1,urban,Y
ID1837,Elizabeth L. Williams,female,yes,0,no,12,"$9,045.76","$25,574.00",60,0,urban,N
ID1838,Ethan Sanchez,male,no,0,no,16,"$5,370.58","$8,050.96",60,0,urban,N
ID1839,Charlotte Taylor,female,yes,3,no,24,"$7,503.93","$43,083.33",36,1,urban,Y
ID1840,Liam Hernandez,male,no,1,no,12,"$7,961.12","$16,092.77",180,1,rural,Y
ID1841,Harper G. White,female,yes,1,no,27,"$4,522.00","$5,076.18",48,1,urban,Y
ID1842,Jacob Anderson,male,no,1,no,12,"$10,223.51","$44,788.18",36,1,urban,Y
ID1843,Camila K. Smith,female,yes,1,no,20,"$6,630.17","$37,629.24",48,1,rural,Y
ID1844,Mateo Harris,male,no,0,no,6,"$3,130.21","$7,154.02",360,1,urban,Y
ID1845,Camila Williams,female,no,1,no,14,"$8,540.27","$52,099.33",36,1,urban,Y
ID1846,Sebastian W. Smith,male,yes,0,no,28,"$5,503.66","$26,088.92",180,1,urban,Y
